expr	script_size	op_count	sat_witness_elements	exec_stack	mixed_timelocks	non_malleable	requires_sig	sat_size
and_b(after(1),a:and_v(v:after(1),c:pk_k(A)))	43	7	2	2	false	true	true	73
and_b(after(1),a:and_v(v:after(1),multi(2,A,B,C)))	113	10	4	4	false	true	true	147
and_b(after(1),a:and_v(v:after(500000001),c:pk_h(A)))	37	10	3	3	true	true	true	107
and_b(after(1),a:and_v(v:after(500000001),multi(2,A,B,C)))	117	10	4	4	true	true	true	147
and_b(after(1),a:and_v(vc:pk_h(A),after(500000001)))	36	9	3	3	true	true	true	107
and_b(after(1),a:and_v(vc:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	69	12	4	3	false	true	true	140
and_b(after(1),a:and_v(vc:pk_k(A),after(500000001)))	46	6	2	2	true	true	true	73
and_b(after(1),a:and_v(v:multi(2,A,B,C),after(1)))	112	9	4	4	false	true	true	147
and_b(after(1),a:and_v(v:multi(2,A,B,C),after(500000001)))	116	9	4	4	true	true	true	147
and_b(after(1),a:and_v(v:multi(2,A,B,C),multi(2,D,E,F)))	215	12	7	4	false	true	true	294
and_b(after(1),a:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi(2,A,B,C)))	149	12	5	4	false	true	true	180
and_b(after(1),ac:andor(multi(2,A,B,C),pk_k(D),pk_k(E)))	182	12	5	4	false	true	true	220
and_b(after(1),ac:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)))	96	18	4	3	false	false	true	140
and_b(after(1),ac:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_k(B)))	106	15	4	3	false	false	true	140
and_b(after(1),ac:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_k(B)))	116	12	3	3	false	false	true	106
and_b(after(1),ac:and_v(v:after(1),pk_h(A)))	33	10	3	3	false	true	true	107
and_b(after(1),ac:and_v(v:after(500000001),pk_h(A)))	37	10	3	3	true	true	true	107
and_b(after(1),ac:and_v(v:after(500000001),pk_k(A)))	47	7	2	2	true	true	true	73
and_b(after(1),ac:pk_h(A))	30	8	3	3	false	true	true	107
and_b(after(1),ac:pk_k(A))	40	5	2	2	false	true	true	73
and_b(after(1),aj:and_b(multi(2,A,B,C),a:after(500000001)))	123	16	4	4	true	true	true	147
and_b(after(1),aj:and_b(multi(2,A,B,C),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(1),after(1))))	163	24	5	4	false	false	true	180
and_b(after(1),aj:and_v(v:after(500000001),multi(2,A,B,C)))	121	14	4	4	true	true	true	147
and_b(after(1),ajc:pk_h(A))	34	12	3	3	false	true	true	107
and_b(after(1),ajc:pk_k(A))	44	9	2	2	false	true	true	73
and_b(after(1),aj:multi(2,A,B,C))	114	12	4	4	false	true	true	147
and_b(after(1),a:multi(2,A,B,C))	110	8	4	4	false	true	true	147
and_b(after(1),an:andor(multi(2,A,B,C),after(500000001),multi(2,D,E,F)))	225	17	7	4	true	true	true	150
and_b(after(1),a:or_b(c:pk_h(A),aj:multi(2,B,C,D)))	142	19	6	5	false	false	true	182
and_b(after(1),a:or_b(j:multi(2,A,B,C),a:multi(2,D,E,F)))	222	19	7	5	false	false	true	150
and_b(after(1),a:or_b(multi(2,A,B,C),ac:pk_h(D)))	138	15	6	4	false	true	true	182
and_b(after(1),a:or_b(multi(2,A,B,C),aj:multi(2,D,E,F)))	222	19	7	5	false	false	true	150
and_b(after(1),a:or_b(multi(2,A,B,C),a:multi(2,D,E,F)))	218	15	7	5	false	true	true	150
and_b(after(1),a:or_b(multi(2,A,B,C),a:or_d(multi(2,D,E,F),multi(2,G,I,J))))	326	22	10	5	false	true	true	153
and_b(after(1),a:or_d(c:pk_h(A),multi(2,B,C,D)))	138	15	6	4	false	true	true	182
and_b(after(1),a:or_d(c:pk_k(A),multi(2,B,C,D)))	148	12	5	4	false	true	true	148
and_b(after(1),a:or_d(j:multi(2,A,B,C),multi(2,D,E,F)))	222	16	5	4	false	false	true	148
and_b(after(1),a:or_d(multi(2,A,B,C),and_v(v:multi(2,D,E,F),after(500000001))))	224	16	7	4	true	true	true	150
and_b(after(1),a:or_d(multi(2,A,B,C),c:pk_h(D)))	138	15	6	4	false	true	true	147
and_b(after(1),a:or_d(multi(2,A,B,C),j:multi(2,D,E,F)))	222	19	7	4	false	true	true	150
and_b(after(1),a:or_d(multi(2,A,B,C),multi(2,D,E,F)))	218	15	7	4	false	true	true	150
and_b(after(1),a:or_d(or_i(c:pk_h(A),0),multi(2,B,C,D)))	142	18	7	4	false	false	true	184
and_b(after(1),a:or_d(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(1)))	49	12	2	3	false	false	false	33
and_b(after(1),a:or_d(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi(2,A,B,C)))	152	15	5	4	false	false	false	180
and_b(after(1),a:or_d(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	86	15	3	3	false	false	false	66
and_b(after(1),a:or_i(0,and_b(after(500000001),a:multi(2,A,B,C))))	123	15	5	5	true	true	true	148
and_b(after(1),a:or_i(0,j:multi(2,A,B,C)))	118	15	5	4	false	true	true	148
and_b(after(1),a:or_i(0,multi(2,A,B,C)))	114	11	5	4	false	true	true	148
and_b(after(1),a:or_i(multi(2,A,B,C),0))	114	11	5	4	false	true	true	149
and_b(after(1),a:thresh(2,multi(2,A,B,C),a:multi(2,D,E,F),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)))	262	23	8	5	false	false	true	327
and_b(after(1),a:thresh(2,multi(2,A,B,C),a:multi(2,D,E,F),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)))	261	22	8	5	false	false	true	327
and_b(after(1),a:thresh(2,multi(2,A,B,C),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:multi(2,D,E,F)))	261	22	8	5	false	false	true	327
and_b(after(1),a:thresh(2,sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:multi(2,A,B,C),a:multi(2,D,E,F)))	262	23	8	5	false	false	true	327
and_b(after(1),s:andor(c:pk_k(A),after(500000001),0))	49	8	2	2	true	true	true	73
and_b(after(1),s:and_v(v:after(500000001),c:pk_k(A)))	46	6	2	2	true	true	true	73
and_b(after(1),s:and_v(vc:pk_k(A),after(1)))	41	5	2	2	false	true	true	73
and_b(after(1),s:and_v(vc:pk_k(A),after(500000001)))	45	5	2	2	true	true	true	73
and_b(after(1),sc:and_v(v:after(1),pk_k(A)))	42	6	2	2	false	true	true	73
and_b(after(1),sc:and_v(v:after(500000001),pk_k(A)))	46	6	2	2	true	true	true	73
and_b(after(1),sc:pk_k(A))	39	4	2	2	false	true	true	73
and_b(after(1),sjc:pk_k(A))	43	8	2	2	false	true	true	73
and_b(after(500000001),a:and_b(after(1),a:and_b(after(1),a:multi(2,A,B,C))))	124	16	4	6	true	true	true	147
and_b(after(500000001),a:and_b(after(1),ac:pk_h(A)))	39	12	3	4	true	true	true	107
and_b(after(500000001),a:and_b(after(1),ac:pk_k(A)))	49	9	2	3	true	true	true	73
and_b(after(500000001),a:and_b(after(1),ajc:pk_k(A)))	53	13	2	3	true	true	true	73
and_b(after(500000001),a:and_b(after(1),aj:multi(2,A,B,C)))	123	16	4	5	true	true	true	147
and_b(after(500000001),a:and_b(after(1),a:multi(2,A,B,C)))	119	12	4	5	true	true	true	147
and_b(after(500000001),a:and_b(after(1),a:or_d(multi(2,A,B,C),multi(2,D,E,F))))	227	19	7	5	true	true	true	150
and_b(after(500000001),a:and_b(after(1),sc:pk_k(A)))	48	8	2	3	true	true	true	73
and_b(after(500000001),a:and_b(after(500000001),a:andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(500000001),after(500000001))))	72	17	2	4	false	false	false	33
and_b(after(500000001),a:and_b(after(500000001),ac:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B))))	109	22	4	4	false	false	true	140
and_b(after(500000001),a:and_b(after(500000001),ac:pk_h(A)))	43	12	3	4	false	true	true	107
and_b(after(500000001),a:and_b(after(500000001),ac:pk_k(A)))	53	9	2	3	false	true	true	73
and_b(after(500000001),a:and_b(after(500000001),a:multi(2,A,B,C)))	123	12	4	5	false	true	true	147
and_b(after(500000001),a:and_b(and_b(after(1),a:multi(2,A,B,C)),a:after(1)))	124	16	4	5	true	true	true	147
and_b(after(500000001),a:and_b(and_b(after(1),a:multi(2,A,B,C)),a:multi(2,D,E,F)))	227	19	7	5	true	true	true	294
and_b(after(500000001),a:and_b(andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(500000001),after(500000001)),a:after(500000001)))	72	17	2	3	false	false	false	33
and_b(after(500000001),a:and_b(c:and_v(v:after(500000001),pk_h(A)),a:and_b(after(500000001),a:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001)))))	101	25	4	5	false	false	true	140
and_b(after(500000001),a:and_b(c:pk_h(A),a:after(1)))	39	12	3	3	true	true	true	107
and_b(after(500000001),a:and_b(c:pk_h(A),a:after(500000001)))	43	12	3	3	false	true	true	107
and_b(after(500000001),a:and_b(c:pk_k(A),a:after(1)))	49	9	2	3	true	true	true	73
and_b(after(500000001),a:and_b(c:pk_k(A),a:after(500000001)))	53	9	2	3	false	true	true	73
and_b(after(500000001),a:and_b(j:multi(2,A,B,C),a:after(1)))	123	16	4	4	true	true	true	147
and_b(after(500000001),a:and_b(multi(2,A,B,C),a:after(1)))	119	12	4	4	true	true	true	147
and_b(after(500000001),a:and_b(multi(2,A,B,C),a:after(500000001)))	123	12	4	4	false	true	true	147
and_b(after(500000001),a:and_b(multi(2,A,B,C),a:and_b(after(1),a:after(1))))	124	16	4	4	true	true	true	147
and_b(after(500000001),a:and_b(multi(2,A,B,C),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001))))	171	20	5	4	false	false	true	180
and_b(after(500000001),a:and_b(multi(2,A,B,C),a:multi(2,D,E,F)))	222	15	7	5	false	true	true	294
and_b(after(500000001),a:and_b(multi(2,A,B,C),an:after(1)))	120	13	4	4	true	true	true	147
and_b(after(500000001),a:and_b(multi(2,A,B,C),a:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	156	15	5	4	false	true	true	180
and_b(after(500000001),a:and_b(multi(2,A,B,C),s:or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001))))	164	18	5	4	false	false	true	180
and_b(after(500000001),a:and_b(multi(2,A,B,C),s:or_i(after(1),0)))	122	14	5	4	true	true	true	149
and_b(after(500000001),a:and_b(multi(2,A,B,C),s:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	155	14	5	4	false	true	true	180
and_b(after(500000001),a:and_b(n:after(1),ac:pk_h(A)))	40	13	3	4	true	true	true	107
and_b(after(500000001),a:and_b(n:after(1),a:multi(2,A,B,C)))	120	13	4	5	true	true	true	147
and_b(after(500000001),a:and_b(n:after(500000001),aj:multi(2,A,B,C)))	128	17	4	5	false	true	true	147
and_b(after(500000001),a:and_b(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),a:multi(2,A,B,C)))	156	15	5	5	false	true	true	180
and_b(after(500000001),a:andor(c:pk_h(A),after(1),c:pk_h(B)))	64	16	5	3	true	true	true	142
and_b(after(500000001),a:andor(c:pk_h(A),after(1),c:pk_k(B)))	74	13	4	3	true	true	true	108
and_b(after(500000001),a:andor(c:pk_h(A),after(1),multi(2,B,C,D)))	144	16	6	4	true	true	true	182
and_b(after(500000001),a:andor(c:pk_k(A),after(1),c:pk_h(B)))	74	13	4	3	true	true	true	108
and_b(after(500000001),a:andor(c:pk_k(A),after(1),multi(2,B,C,D)))	154	13	5	4	true	true	true	148
and_b(after(500000001),a:andor(j:multi(2,A,B,C),after(500000001),multi(2,D,E,F)))	232	17	5	4	false	false	true	148
and_b(after(500000001),a:andor(multi(2,A,B,C),after(1),0))	120	12	4	4	true	true	true	147
and_b(after(500000001),a:andor(multi(2,A,B,C),after(1),c:pk_h(D)))	144	16	6	4	true	true	true	147
and_b(after(500000001),a:andor(multi(2,A,B,C),after(1),j:multi(2,D,E,F)))	228	20	7	4	true	true	true	150
and_b(after(500000001),a:andor(multi(2,A,B,C),after(1),multi(2,D,E,F)))	224	16	7	4	true	true	true	150
and_b(after(500000001),a:andor(multi(2,A,B,C),after(500000001),0))	124	12	4	4	false	true	true	147
and_b(after(500000001),a:andor(multi(2,A,B,C),after(500000001),multi(2,D,E,F)))	228	16	7	4	false	true	true	150
and_b(after(500000001),a:andor(multi(2,A,B,C),multi(2,D,E,F),multi(2,G,I,J)))	327	16	7	4	false	true	true	294
and_b(after(500000001),a:andor(multi(2,A,B,C),n:after(1),multi(2,D,E,F)))	225	17	7	4	true	true	true	150
and_b(after(500000001),a:andor(multi(2,A,B,C),or_d(multi(2,D,E,F),after(1)),multi(2,G,I,J)))	332	20	7	4	true	true	true	294
and_b(after(500000001),a:andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(500000001),after(500000001)))	63	13	2	3	false	false	false	33
and_b(after(500000001),a:andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),after(500000001),and_b(after(500000001),a:after(500000001))))	72	17	2	3	false	false	false	33
and_b(after(500000001),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,A,B,C),0))	157	15	5	4	false	false	true	180
and_b(after(500000001),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi(2,A,B,C),multi(2,D,E,F)))	261	16	5	4	false	false	true	180
and_b(after(500000001),a:and_v(or_c(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),v:after(500000001)),multi(2,A,B,C)))	162	16	5	4	false	false	true	180
and_b(after(500000001),a:and_v(v:after(1),and_b(multi(2,A,B,C),s:sha256(b0bad1d9227d3bbf001b0071bc49fd68252175e09bce6e2a07f826cf0be7c548))))	158	16	5	4	true	true	true	180
and_b(after(500000001),a:and_v(v:after(1),c:pk_h(A)))	37	10	3	3	true	true	true	107
and_b(after(500000001),a:and_v(v:after(1),j:multi(2,A,B,C)))	121	14	4	4	true	true	true	147
and_b(after(500000001),a:and_v(v:after(1),multi(2,A,B,C)))	117	10	4	4	true	true	true	147
and_b(after(500000001),a:and_v(v:after(500000001),multi(2,A,B,C)))	121	10	4	4	false	true	true	147
and_b(after(500000001),a:and_v(vc:pk_h(A),after(1)))	36	9	3	3	true	true	true	107
and_b(after(500000001),a:and_v(vc:pk_h(A),after(500000001)))	40	9	3	3	false	true	true	107
and_b(after(500000001),a:and_v(vc:pk_h(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)))	73	12	4	3	false	true	true	140
and_b(after(500000001),a:and_v(vc:pk_k(A),after(1)))	46	6	2	2	true	true	true	73
and_b(after(500000001),a:and_v(vj:multi(2,A,B,C),after(1)))	121	14	4	4	true	true	true	147
and_b(after(500000001),a:and_v(v:multi(2,A,B,C),after(1)))	116	9	4	4	true	true	true	147
and_b(after(500000001),a:and_v(v:multi(2,A,B,C),after(500000001)))	120	9	4	4	false	true	true	147
and_b(after(500000001),a:and_v(v:multi(2,A,B,C),multi(2,D,E,F)))	219	12	7	4	false	true	true	294
and_b(after(500000001),a:and_v(vn:after(1),multi(2,A,B,C)))	118	11	4	4	true	true	true	147
and_b(after(500000001),a:and_v(v:or_d(multi(2,A,B,C),after(1)),multi(2,D,E,F)))	225	17	7	4	true	true	true	294
and_b(after(500000001),a:and_v(v:or_d(multi(2,A,B,C),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),multi(2,D,E,F)))	262	20	8	4	false	true	true	294
and_b(after(500000001),a:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi(2,A,B,C)))	153	12	5	4	false	true	true	180
and_b(after(500000001),ac:andor(multi(2,A,B,C),pk_h(D),pk_k(E)))	176	15	6	4	false	true	true	254
and_b(after(500000001),ac:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)))	100	18	4	3	false	false	true	140
and_b(after(500000001),ac:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_h(B)))	110	15	4	3	false	false	true	140
and_b(after(500000001),ac:and_v(or_c(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),v:after(500000001)),pk_k(A)))	92	13	3	3	false	false	true	106
and_b(after(500000001),ac:and_v(v:after(1),pk_h(A)))	37	10	3	3	true	true	true	107
and_b(after(500000001),ac:and_v(v:after(1),pk_k(A)))	47	7	2	2	true	true	true	73
and_b(after(500000001),ac:and_v(v:after(500000001),pk_h(A)))	41	10	3	3	false	true	true	107
and_b(after(500000001),ac:and_v(v:after(500000001),pk_k(A)))	51	7	2	2	false	true	true	73
and_b(after(500000001),ac:and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_k(A)))	83	9	3	3	false	true	true	106
and_b(after(500000001),ac:pk_h(A))	34	8	3	3	false	true	true	107
and_b(after(500000001),ac:pk_k(A))	44	5	2	2	false	true	true	73
and_b(after(500000001),aj:and_b(multi(2,A,B,C),a:after(1)))	123	16	4	4	true	true	true	147
and_b(after(500000001),aj:and_b(multi(2,A,B,C),a:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),after(500000001),after(500000001))))	175	24	5	4	false	false	true	180
and_b(after(500000001),aj:and_v(v:multi(2,A,B,C),after(1)))	120	13	4	4	true	true	true	147
and_b(after(500000001),ajc:pk_h(A))	38	12	3	3	false	true	true	107
and_b(after(500000001),ajc:pk_k(A))	48	9	2	2	false	true	true	73
and_b(after(500000001),aj:multi(2,A,B,C))	118	12	4	4	false	true	true	147
and_b(after(500000001),a:multi(2,A,B,C))	114	8	4	4	false	true	true	147
and_b(after(500000001),an:andor(multi(2,A,B,C),after(1),0))	121	13	4	4	true	true	true	147
and_b(after(500000001),an:and_v(v:multi(2,A,B,C),after(1)))	117	10	4	4	true	true	true	147
and_b(after(500000001),a:or_b(c:pk_h(A),aj:multi(2,B,C,D)))	146	19	6	5	false	false	true	182
and_b(after(500000001),a:or_b(c:pk_h(A),a:multi(2,B,C,D)))	142	15	6	5	false	true	true	182
and_b(after(500000001),a:or_b(jc:pk_h(A),a:multi(2,B,C,D)))	146	19	6	5	false	false	true	148
and_b(after(500000001),a:or_b(j:multi(2,A,B,C),a:multi(2,D,E,F)))	226	19	7	5	false	false	true	150
and_b(after(500000001),a:or_b(multi(2,A,B,C),ac:pk_h(D)))	142	15	6	4	false	true	true	182
and_b(after(500000001),a:or_b(multi(2,A,B,C),aj:multi(2,D,E,F)))	226	19	7	5	false	false	true	150
and_b(after(500000001),a:or_b(multi(2,A,B,C),a:multi(2,D,E,F)))	222	15	7	5	false	true	true	150
and_b(after(500000001),a:or_d(c:pk_h(A),j:multi(2,B,C,D)))	146	19	6	4	false	true	true	182
